,potential,value_eur,wage_eur,age,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic
5273,Medium,1700000.0,7000.0,26,180,75,3,3,82.0,57.0,63.0,73.0,32.0,58.0
8179,Great,2300000.0,5000.0,22,184,84,3,2,70.0,65.0,68.0,63.0,65.0,76.0
10341,Good,1500000.0,1000.0,23,171,67,3,2,67.0,45.0,59.0,61.0,61.0,67.0
184,Great,36000000.0,65000.0,26,183,76,3,3,82.0,75.0,74.0,79.0,77.0,81.0
14563,Low,475000.0,650.0,24,180,76,3,3,73.0,57.0,56.0,62.0,35.0,64.0
1038,Great,5500000.0,32000.0,33,175,71,3,3,76.0,48.0,69.0,75.0,74.0,70.0
10586,Great,1500000.0,4000.0,21,191,82,3,2,53.0,33.0,47.0,45.0,65.0,68.0
13028,Low,475000.0,500.0,28,169,69,3,3,79.0,59.0,60.0,62.0,32.0,60.0
6020,Great,2700000.0,5000.0,23,182,77,3,2,73.0,55.0,65.0,65.0,65.0,67.0
4549,Good,2300000.0,8000.0,25,175,71,3,3,68.0,55.0,62.0,67.0,71.0,65.0
9746,Good,1800000.0,500.0,22,176,69,3,2,69.0,67.0,44.0,65.0,23.0,52.0
5796,Medium,1500000.0,13000.0,27,183,70,3,2,61.0,39.0,51.0,51.0,68.0,74.0
6482,Medium,800000.0,12000.0,32,184,79,3,3,55.0,64.0,67.0,66.0,68.0,64.0
1713,Good,4900000.0,22000.0,29,170,72,3,3,73.0,59.0,66.0,75.0,73.0,69.0
3679,Great,3400000.0,7000.0,25,178,70,3,3,66.0,68.0,76.0,73.0,54.0,64.0
2067,Good,3400000.0,14000.0,32,170,70,4,4,77.0,77.0,68.0,78.0,34.0,67.0
14480,Low,350000.0,500.0,26,190,77,3,2,64.0,29.0,42.0,50.0,60.0,69.0
14459,Low,375000.0,4000.0,26,187,75,3,3,81.0,60.0,55.0,61.0,30.0,68.0
721,Great,11500000.0,50000.0,31,185,79,4,3,76.0,76.0,76.0,77.0,41.0,72.0
775,Great,16000000.0,51000.0,27,187,83,2,2,67.0,38.0,63.0,60.0,78.0,79.0
15203,Low,220000.0,3000.0,29,162,58,3,2,77.0,30.0,48.0,58.0,56.0,58.0
711,Great,9000000.0,24000.0,32,185,78,2,2,50.0,42.0,65.0,60.0,79.0,78.0
16564,Low,400000.0,500.0,23,182,78,3,2,71.0,57.0,48.0,55.0,23.0,62.0
1275,Great,7000000.0,14000.0,29,187,82,2,2,61.0,35.0,51.0,61.0,77.0,76.0
4756,Medium,575000.0,6000.0,34,180,76,3,2,75.0,52.0,66.0,64.0,66.0,71.0
9220,Low,850000.0,4000.0,29,166,60,3,2,71.0,58.0,64.0,67.0,49.0,49.0
9495,Medium,1200000.0,4000.0,24,193,81,3,2,71.0,64.0,51.0,59.0,26.0,69.0
1419,Great,15500000.0,9000.0,21,186,86,3,2,69.0,36.0,56.0,69.0,74.0,79.0
11261,Low,600000.0,2000.0,27,185,69,3,2,46.0,42.0,53.0,61.0,62.0,76.0
5361,Medium,1000000.0,5000.0,32,185,89,3,2,50.0,26.0,45.0,47.0,70.0,80.0
2350,Great,8500000.0,31000.0,23,174,72,3,4,94.0,68.0,63.0,78.0,37.0,59.0
700,Great,9000000.0,61000.0,33,169,65,5,4,74.0,73.0,77.0,84.0,40.0,52.0
18909,Low,140000.0,700.0,20,183,75,3,2,65.0,50.0,37.0,49.0,18.0,54.0
19027,Low,110000.0,500.0,20,172,66,3,2,63.0,42.0,49.0,52.0,35.0,44.0
11444,Medium,875000.0,900.0,23,181,72,2,3,66.0,51.0,65.0,65.0,48.0,59.0
11564,Good,1200000.0,4000.0,23,184,70,4,2,77.0,55.0,59.0,62.0,58.0,66.0
18616,Medium,230000.0,550.0,18,182,78,3,2,60.0,29.0,40.0,52.0,50.0,58.0
2242,Great,8500000.0,43000.0,22,185,80,4,3,82.0,73.0,64.0,75.0,39.0,78.0
4554,Great,4200000.0,21000.0,21,184,75,3,3,86.0,58.0,58.0,73.0,61.0,69.0
382,Great,52500000.0,52000.0,21,170,68,2,4,94.0,67.0,73.0,85.0,41.0,53.0
12093,Great,1400000.0,3000.0,21,181,72,4,2,68.0,52.0,63.0,67.0,65.0,52.0
13702,Low,550000.0,2000.0,24,180,77,2,2,76.0,36.0,48.0,54.0,60.0,69.0
7510,Low,375000.0,4000.0,34,175,68,3,3,65.0,46.0,62.0,63.0,66.0,73.0
13214,Good,1100000.0,500.0,20,181,73,3,3,64.0,63.0,46.0,59.0,24.0,59.0
5403,Great,3300000.0,8000.0,23,184,80,3,2,66.0,48.0,62.0,59.0,68.0,71.0
2645,Good,2000000.0,12000.0,32,192,80,2,3,47.0,28.0,49.0,56.0,76.0,72.0
736,Great,15000000.0,59000.0,27,168,70,2,4,74.0,68.0,74.0,86.0,38.0,59.0
17906,Good,300000.0,6000.0,19,190,78,2,2,51.0,32.0,36.0,38.0,56.0,60.0
9143,Low,1000000.0,500.0,26,172,76,3,2,87.0,60.0,61.0,66.0,24.0,58.0
13245,Great,1500000.0,3000.0,17,179,73,3,3,72.0,62.0,46.0,60.0,20.0,56.0
10595,Good,1300000.0,2000.0,23,185,83,3,2,60.0,35.0,62.0,59.0,60.0,73.0
16636,Good,525000.0,2000.0,20,173,68,3,3,69.0,51.0,58.0,65.0,50.0,56.0
11695,Low,400000.0,500.0,31,180,83,4,2,59.0,25.0,47.0,51.0,68.0,64.0
1495,Good,1800000.0,14000.0,36,180,76,4,5,64.0,75.0,73.0,78.0,53.0,60.0
18422,Low,250000.0,550.0,19,180,70,3,2,73.0,48.0,51.0,57.0,26.0,43.0
13294,Good,1000000.0,1000.0,21,178,75,3,2,74.0,35.0,45.0,59.0,61.0,61.0
5613,Medium,675000.0,4000.0,33,188,82,3,2,58.0,39.0,52.0,53.0,70.0,74.0
14149,Medium,575000.0,1000.0,23,193,88,3,2,55.0,41.0,55.0,57.0,57.0,73.0
8043,Medium,1200000.0,3000.0,27,186,78,3,2,37.0,67.0,51.0,60.0,29.0,65.0
1086,Great,14500000.0,47000.0,23,175,66,2,3,67.0,67.0,74.0,76.0,74.0,69.0
7309,Great,2700000.0,3000.0,23,179,74,3,3,66.0,58.0,70.0,70.0,46.0,62.0
1224,Great,5500000.0,25000.0,31,179,80,3,3,77.0,63.0,76.0,76.0,69.0,75.0
14257,Medium,800000.0,2000.0,21,180,76,3,3,73.0,54.0,60.0,62.0,51.0,64.0
9398,Great,1800000.0,6000.0,23,191,80,3,2,63.0,43.0,57.0,59.0,65.0,71.0
17628,Medium,325000.0,2000.0,18,175,69,3,2,73.0,53.0,38.0,53.0,20.0,63.0
5912,Good,2000000.0,4000.0,24,182,73,3,3,73.0,62.0,66.0,70.0,67.0,71.0
15910,Medium,500000.0,1000.0,20,180,75,3,2,57.0,33.0,44.0,43.0,63.0,56.0
12210,Good,1200000.0,1000.0,19,177,70,3,2,66.0,41.0,57.0,61.0,63.0,63.0
7919,Low,825000.0,3000.0,32,188,80,3,3,62.0,65.0,54.0,65.0,28.0,76.0
18320,Good,325000.0,500.0,16,176,68,3,2,67.0,45.0,51.0,57.0,50.0,65.0
5934,Great,2900000.0,26000.0,23,183,92,3,2,63.0,23.0,53.0,52.0,68.0,71.0
7269,Great,2700000.0,4000.0,22,180,73,4,3,67.0,63.0,68.0,70.0,60.0,64.0
8994,Low,425000.0,4000.0,34,188,81,3,2,45.0,67.0,45.0,61.0,35.0,66.0
3241,Good,2000000.0,11000.0,29,183,76,3,2,69.0,57.0,56.0,54.0,74.0,75.0
6154,Medium,1300000.0,7000.0,29,183,77,4,2,64.0,33.0,51.0,51.0,71.0,73.0
13344,Low,575000.0,2000.0,25,180,72,3,2,70.0,32.0,55.0,56.0,61.0,65.0
15865,Low,250000.0,3000.0,27,190,82,2,2,53.0,35.0,34.0,38.0,61.0,68.0
1604,Good,3800000.0,15000.0,31,186,82,2,3,65.0,59.0,66.0,63.0,74.0,68.0
4239,Medium,1800000.0,15000.0,29,168,63,3,3,91.0,63.0,65.0,74.0,36.0,42.0
2908,Great,6000000.0,28000.0,23,185,80,3,3,77.0,60.0,64.0,65.0,72.0,76.0
1751,Good,6000000.0,115000.0,27,180,76,4,3,76.0,78.0,61.0,71.0,45.0,78.0
5165,Medium,1900000.0,16000.0,26,175,71,3,3,79.0,67.0,66.0,69.0,46.0,64.0
1387,Great,8000000.0,20000.0,26,169,71,3,3,86.0,74.0,73.0,77.0,39.0,65.0
7847,Medium,1300000.0,5000.0,25,185,80,3,2,72.0,68.0,58.0,66.0,27.0,72.0
12888,Good,1100000.0,3000.0,20,188,87,3,2,76.0,61.0,47.0,61.0,19.0,66.0
10917,Great,1700000.0,900.0,18,175,65,3,2,87.0,56.0,55.0,68.0,27.0,40.0
4398,Good,2200000.0,14000.0,27,189,76,3,3,57.0,72.0,57.0,66.0,28.0,63.0
12205,Medium,1100000.0,3000.0,22,187,80,3,2,65.0,39.0,57.0,60.0,58.0,75.0
12219,Medium,1100000.0,3000.0,21,170,66,3,2,67.0,48.0,52.0,59.0,61.0,60.0
2517,Good,1900000.0,8000.0,33,166,66,3,4,83.0,71.0,69.0,79.0,28.0,65.0
5727,Medium,1600000.0,10000.0,26,175,74,4,3,70.0,64.0,69.0,69.0,59.0,70.0
14586,Low,400000.0,4000.0,26,186,72,3,3,68.0,56.0,57.0,59.0,54.0,75.0
2209,Good,3800000.0,21000.0,28,180,70,3,3,83.0,64.0,69.0,73.0,68.0,70.0
4230,Good,1900000.0,10000.0,27,188,81,3,2,56.0,18.0,42.0,53.0,73.0,70.0
9489,Low,700000.0,500.0,30,183,82,3,2,55.0,25.0,47.0,37.0,68.0,64.0
4998,Good,1900000.0,4000.0,26,170,70,3,3,76.0,50.0,61.0,68.0,66.0,76.0
15153,Medium,725000.0,2000.0,20,175,75,3,2,74.0,60.0,48.0,62.0,23.0,61.0
3094,Good,1700000.0,23000.0,31,183,75,2,2,70.0,54.0,65.0,68.0,71.0,73.0
6003,Great,2900000.0,3000.0,24,182,80,2,2,57.0,36.0,50.0,58.0,70.0,69.0
8537,Medium,1000000.0,3000.0,27,188,70,3,3,60.0,52.0,59.0,59.0,65.0,80.0
5860,Medium,1200000.0,7000.0,30,186,77,3,3,71.0,49.0,63.0,62.0,66.0,74.0
9511,Great,1800000.0,11000.0,20,189,83,3,2,54.0,29.0,38.0,48.0,65.0,73.0
8985,Medium,850000.0,1000.0,28,185,77,2,2,58.0,22.0,39.0,51.0,66.0,76.0
14853,Great,750000.0,650.0,18,178,73,4,2,72.0,54.0,51.0,67.0,24.0,44.0
17318,Medium,325000.0,500.0,19,184,80,3,2,61.0,25.0,46.0,49.0,57.0,61.0
5237,Good,2400000.0,11000.0,24,184,75,3,2,68.0,64.0,66.0,68.0,67.0,72.0
15282,Low,220000.0,3000.0,28,175,70,3,2,42.0,46.0,53.0,52.0,60.0,70.0
2383,Great,5500000.0,13000.0,25,176,69,3,4,77.0,67.0,68.0,77.0,48.0,70.0
2902,Great,7000000.0,31000.0,22,184,75,3,3,74.0,70.0,73.0,74.0,62.0,75.0
1001,Great,16000000.0,27000.0,24,187,88,4,3,85.0,73.0,70.0,74.0,51.0,82.0
14725,Great,750000.0,6000.0,20,192,81,3,2,72.0,27.0,39.0,46.0,60.0,65.0
2534,Good,2500000.0,34000.0,31,168,62,3,4,83.0,64.0,68.0,75.0,57.0,57.0
11535,Low,110000.0,2000.0,36,174,67,3,2,32.0,35.0,58.0,49.0,64.0,57.0
2323,Great,6000000.0,26000.0,25,178,75,4,4,67.0,73.0,78.0,73.0,61.0,65.0
6575,Medium,1400000.0,9000.0,27,181,76,2,3,80.0,34.0,47.0,58.0,67.0,74.0
4663,Medium,425000.0,500.0,35,185,80,2,2,54.0,35.0,51.0,46.0,68.0,75.0
7679,Low,325000.0,3000.0,34,193,93,3,2,43.0,29.0,42.0,40.0,67.0,71.0
2393,Great,5000000.0,1000.0,26,181,75,3,3,69.0,68.0,74.0,74.0,43.0,63.0
9999,Low,625000.0,2000.0,28,185,74,3,2,66.0,52.0,62.0,63.0,62.0,72.0
17363,Low,350000.0,900.0,21,180,78,3,2,64.0,30.0,42.0,49.0,54.0,64.0
18738,Low,190000.0,500.0,20,180,69,3,2,64.0,40.0,52.0,51.0,45.0,52.0
11185,Low,375000.0,1000.0,32,186,79,4,2,52.0,46.0,54.0,55.0,62.0,73.0
7596,Low,850000.0,4000.0,31,191,90,3,3,57.0,69.0,60.0,61.0,38.0,77.0
8877,Low,850000.0,2000.0,29,182,75,3,3,83.0,61.0,56.0,68.0,28.0,61.0
17188,Medium,375000.0,2000.0,20,180,75,3,2,54.0,30.0,42.0,45.0,56.0,60.0
2527,Good,2100000.0,14000.0,32,185,74,3,3,74.0,52.0,66.0,68.0,71.0,74.0
4051,Good,2000000.0,8000.0,27,187,80,3,2,47.0,36.0,55.0,53.0,72.0,63.0
10385,Low,775000.0,2000.0,27,174,67,2,2,77.0,57.0,66.0,63.0,62.0,62.0
14400,Low,210000.0,500.0,32,185,77,4,2,52.0,38.0,50.0,55.0,61.0,71.0
2335,Great,6000000.0,20000.0,24,177,77,3,3,65.0,55.0,68.0,71.0,68.0,78.0
3939,Medium,1700000.0,10000.0,28,179,78,3,3,83.0,61.0,64.0,67.0,64.0,77.0
17994,Low,150000.0,1000.0,26,180,70,3,2,70.0,43.0,51.0,58.0,45.0,51.0
17238,Low,325000.0,1000.0,20,184,74,3,2,54.0,27.0,41.0,37.0,56.0,68.0
3993,Medium,1900000.0,11000.0,28,175,71,4,4,71.0,65.0,72.0,75.0,48.0,53.0
2020,Good,3500000.0,43000.0,31,175,67,3,3,60.0,69.0,74.0,73.0,61.0,65.0
16360,Great,700000.0,3000.0,18,180,73,3,2,60.0,37.0,46.0,60.0,56.0,55.0
18054,Medium,300000.0,550.0,18,173,70,2,2,77.0,43.0,44.0,54.0,30.0,47.0
5738,Good,1700000.0,5000.0,26,185,76,3,2,54.0,32.0,65.0,62.0,70.0,69.0
10503,Good,1500000.0,3000.0,22,181,70,2,2,86.0,63.0,56.0,63.0,31.0,72.0
15521,Medium,525000.0,2000.0,22,175,79,2,2,69.0,37.0,51.0,59.0,58.0,50.0
311,Great,22500000.0,83000.0,29,184,78,4,3,73.0,67.0,73.0,74.0,82.0,79.0
18576,Low,210000.0,500.0,19,173,70,2,2,59.0,23.0,42.0,52.0,49.0,55.0
15303,Medium,525000.0,2000.0,23,183,64,3,2,63.0,38.0,50.0,55.0,59.0,70.0
14572,Low,325000.0,500.0,28,184,83,2,2,45.0,36.0,46.0,59.0,61.0,63.0
5389,Great,3400000.0,24000.0,21,183,75,4,3,86.0,52.0,64.0,72.0,61.0,74.0
18193,Low,150000.0,500.0,25,179,73,2,2,71.0,26.0,42.0,45.0,50.0,64.0
11488,Low,650000.0,2000.0,26,180,72,3,3,77.0,52.0,58.0,64.0,55.0,67.0
15050,Great,800000.0,850.0,18,178,69,2,2,68.0,48.0,57.0,63.0,60.0,57.0
7612,Medium,950000.0,6000.0,29,183,78,3,2,77.0,25.0,46.0,51.0,65.0,76.0
9662,Medium,1300000.0,3000.0,23,171,67,3,2,70.0,62.0,63.0,66.0,62.0,67.0
6694,Medium,1000000.0,2000.0,30,187,85,2,2,62.0,29.0,42.0,46.0,70.0,73.0
11302,Medium,775000.0,3000.0,25,183,77,3,2,66.0,51.0,61.0,60.0,59.0,69.0
14451,Low,450000.0,2000.0,25,172,73,3,3,76.0,60.0,59.0,66.0,31.0,60.0
13152,Good,1000000.0,2000.0,21,184,73,3,2,70.0,42.0,57.0,62.0,56.0,62.0
8672,Low,170000.0,2000.0,36,183,76,4,2,48.0,54.0,62.0,63.0,65.0,65.0
6615,Medium,1200000.0,11000.0,29,177,70,4,3,77.0,57.0,67.0,66.0,41.0,55.0
10396,Good,1300000.0,2000.0,23,184,80,3,2,69.0,33.0,56.0,54.0,64.0,70.0
14947,Good,750000.0,1000.0,20,184,76,2,2,62.0,31.0,39.0,42.0,62.0,61.0
11253,Medium,750000.0,3000.0,25,186,74,3,2,69.0,37.0,54.0,60.0,63.0,64.0
15824,Low,500000.0,1000.0,22,177,75,3,3,68.0,67.0,51.0,65.0,24.0,50.0
13701,Low,525000.0,2000.0,26,183,78,3,3,73.0,56.0,58.0,59.0,37.0,68.0
17025,Low,140000.0,500.0,30,170,68,3,2,69.0,26.0,39.0,48.0,54.0,66.0
16710,Great,500000.0,500.0,17,171,72,3,2,76.0,44.0,57.0,64.0,51.0,43.0
14588,Medium,725000.0,3000.0,23,185,80,3,3,64.0,50.0,61.0,64.0,52.0,61.0
14251,Medium,650000.0,2000.0,22,185,74,3,2,71.0,50.0,55.0,63.0,52.0,61.0
1117,Great,14000000.0,16000.0,26,190,83,3,3,71.0,78.0,60.0,75.0,41.0,82.0
6183,Great,3100000.0,6000.0,21,182,78,2,3,65.0,59.0,67.0,68.0,60.0,61.0
7926,Medium,1300000.0,5000.0,25,176,75,3,4,84.0,61.0,58.0,73.0,39.0,61.0
334,Great,30000000.0,61000.0,27,181,84,5,3,76.0,81.0,59.0,78.0,38.0,83.0
17756,Low,300000.0,500.0,21,187,82,3,2,50.0,26.0,36.0,33.0,57.0,62.0
7062,Good,1700000.0,8000.0,22,178,72,3,2,68.0,38.0,57.0,64.0,66.0,67.0
3503,Good,2500000.0,16000.0,26,182,80,3,2,84.0,49.0,62.0,68.0,66.0,75.0
6916,Good,1800000.0,9000.0,24,192,82,3,2,62.0,68.0,49.0,63.0,29.0,84.0
16171,Medium,500000.0,2000.0,20,175,72,3,3,66.0,45.0,60.0,63.0,35.0,49.0
8881,Low,900000.0,4000.0,27,173,67,3,3,82.0,60.0,61.0,68.0,49.0,71.0
16469,Good,550000.0,2000.0,18,192,80,3,2,65.0,45.0,53.0,55.0,59.0,63.0
435,Great,21000000.0,64000.0,28,179,70,3,4,79.0,79.0,79.0,80.0,41.0,68.0
17151,Medium,350000.0,2000.0,22,183,67,3,2,65.0,40.0,55.0,58.0,55.0,57.0
3986,Medium,1700000.0,31000.0,28,188,78,2,3,83.0,53.0,63.0,68.0,66.0,75.0
774,Great,12000000.0,16000.0,30,184,79,3,3,70.0,59.0,69.0,72.0,77.0,79.0
8202,Low,1000000.0,4000.0,29,182,80,3,3,77.0,61.0,63.0,68.0,55.0,69.0
8580,Great,2400000.0,9000.0,19,180,73,3,3,84.0,55.0,59.0,71.0,35.0,51.0
14869,Medium,700000.0,2000.0,22,179,66,2,2,60.0,32.0,42.0,43.0,64.0,56.0
1240,Great,8500000.0,21000.0,27,191,79,3,3,66.0,70.0,71.0,72.0,74.0,83.0
14630,Low,500000.0,850.0,22,166,65,3,3,74.0,47.0,58.0,67.0,39.0,41.0
9691,Great,2100000.0,8000.0,19,187,81,3,2,66.0,46.0,58.0,59.0,66.0,71.0
12292,Low,450000.0,4000.0,30,188,89,3,2,64.0,56.0,61.0,60.0,61.0,85.0
565,Great,14500000.0,31000.0,30,191,76,3,3,44.0,50.0,70.0,73.0,78.0,75.0
13822,Medium,750000.0,1000.0,22,178,73,3,2,68.0,50.0,59.0,64.0,58.0,61.0
4873,Medium,1500000.0,5000.0,28,182,74,2,2,64.0,38.0,51.0,52.0,69.0,74.0
1513,Good,3900000.0,58000.0,31,174,78,3,3,65.0,67.0,73.0,75.0,72.0,66.0
3766,Great,3300000.0,650.0,23,176,65,2,2,80.0,61.0,66.0,73.0,66.0,60.0
18243,Medium,250000.0,800.0,21,171,64,3,2,60.0,49.0,49.0,47.0,56.0,52.0
12559,Low,575000.0,4000.0,25,190,80,3,2,55.0,31.0,42.0,46.0,61.0,77.0
3708,Great,3800000.0,9000.0,22,185,84,4,3,72.0,73.0,67.0,71.0,56.0,80.0
9510,Medium,1100000.0,2000.0,25,187,78,3,2,59.0,34.0,48.0,50.0,67.0,64.0
15234,Low,300000.0,2000.0,25,175,67,2,2,56.0,46.0,60.0,61.0,45.0,55.0
11011,Low,825000.0,2000.0,27,179,72,3,3,71.0,66.0,55.0,66.0,28.0,60.0
19208,Low,70000.0,2000.0,20,176,62,3,2,55.0,38.0,48.0,47.0,46.0,45.0
16583,Low,250000.0,2000.0,24,180,75,3,2,66.0,31.0,47.0,56.0,55.0,60.0
6531,Medium,850000.0,5000.0,31,186,80,2,3,51.0,58.0,65.0,66.0,67.0,70.0
16525,Low,170000.0,3000.0,31,183,71,3,2,66.0,52.0,53.0,57.0,58.0,69.0
4172,Medium,1700000.0,6000.0,28,178,73,3,3,84.0,48.0,62.0,65.0,67.0,76.0
12894,Good,1000000.0,4000.0,22,180,75,3,2,74.0,37.0,46.0,59.0,60.0,67.0
13930,Low,425000.0,750.0,26,179,71,3,2,61.0,32.0,54.0,59.0,58.0,56.0
12742,Medium,975000.0,1000.0,22,174,65,3,2,74.0,58.0,64.0,67.0,57.0,54.0
1846,Great,8000000.0,18000.0,23,178,76,3,3,68.0,65.0,71.0,76.0,71.0,73.0
661,Great,37000000.0,21000.0,18,186,75,4,3,75.0,69.0,73.0,80.0,75.0,77.0
10406,Low,450000.0,500.0,33,167,69,3,3,72.0,58.0,62.0,67.0,55.0,62.0
4,Great,125500000.0,350000.0,30,181,70,5,4,76.0,86.0,93.0,88.0,64.0,78.0
13127,Good,1000000.0,1000.0,21,185,71,4,2,70.0,54.0,61.0,67.0,58.0,64.0
1462,Great,11000000.0,35000.0,23,181,70,3,2,82.0,62.0,71.0,75.0,69.0,69.0
553,Great,17000000.0,30000.0,29,178,65,4,4,89.0,75.0,74.0,80.0,48.0,62.0
13810,Great,975000.0,5000.0,21,173,70,3,3,72.0,53.0,62.0,66.0,48.0,62.0
478,Great,22000000.0,81000.0,27,177,69,3,4,82.0,57.0,68.0,81.0,75.0,75.0
714,Great,11500000.0,42000.0,30,188,84,3,2,70.0,29.0,52.0,58.0,79.0,83.0
14127,Good,825000.0,600.0,20,180,71,3,2,68.0,36.0,47.0,57.0,59.0,59.0
17727,Low,325000.0,950.0,21,175,70,3,3,69.0,53.0,53.0,58.0,44.0,51.0
17947,Low,275000.0,500.0,20,172,68,3,2,62.0,30.0,49.0,51.0,51.0,57.0
11252,Low,625000.0,3000.0,27,183,75,3,2,78.0,34.0,49.0,55.0,62.0,72.0
17349,Low,240000.0,2000.0,25,194,84,2,2,39.0,57.0,37.0,47.0,32.0,74.0
5032,Medium,1600000.0,9000.0,28,184,75,3,4,70.0,63.0,67.0,71.0,31.0,68.0
11581,Medium,775000.0,1000.0,24,174,73,4,3,68.0,54.0,62.0,67.0,56.0,68.0
7391,Great,2500000.0,4000.0,22,187,70,3,2,60.0,26.0,51.0,51.0,70.0,69.0
8344,Good,1600000.0,5000.0,23,190,75,4,3,68.0,65.0,63.0,68.0,37.0,61.0
8725,Low,850000.0,3000.0,29,172,75,4,3,82.0,57.0,63.0,68.0,34.0,62.0
13193,Low,425000.0,500.0,28,176,78,3,2,62.0,22.0,44.0,40.0,64.0,61.0
13881,Medium,575000.0,700.0,22,188,83,3,2,60.0,34.0,38.0,40.0,61.0,72.0
4355,Great,4000000.0,12000.0,23,182,71,2,2,81.0,37.0,60.0,69.0,67.0,66.0
2361,Great,5500000.0,47000.0,26,185,84,3,2,70.0,75.0,48.0,68.0,28.0,78.0
4797,Medium,1200000.0,8000.0,31,184,76,2,3,74.0,57.0,63.0,66.0,65.0,72.0
3992,Medium,1600000.0,9000.0,30,182,78,2,2,73.0,40.0,62.0,69.0,71.0,74.0
6846,Good,1600000.0,4000.0,24,180,70,4,3,66.0,35.0,56.0,68.0,69.0,67.0
6669,Medium,1300000.0,3000.0,27,188,77,3,3,76.0,59.0,64.0,64.0,61.0,71.0
4392,Great,4200000.0,31000.0,21,178,70,2,4,70.0,61.0,71.0,72.0,56.0,64.0
6472,Medium,750000.0,2000.0,33,173,66,3,3,65.0,67.0,66.0,71.0,43.0,61.0
7190,Medium,1600000.0,8000.0,24,167,64,2,3,72.0,65.0,66.0,70.0,43.0,63.0
18099,Good,300000.0,500.0,17,180,72,3,2,66.0,25.0,35.0,43.0,55.0,57.0
6747,Medium,575000.0,1000.0,34,183,79,2,3,62.0,68.0,56.0,67.0,26.0,68.0
1989,Good,2000000.0,60000.0,33,195,81,2,2,36.0,32.0,57.0,58.0,78.0,66.0
8912,Low,725000.0,6000.0,28,193,82,3,2,51.0,31.0,50.0,51.0,65.0,81.0
2819,Good,3200000.0,13000.0,27,178,74,3,3,76.0,67.0,74.0,74.0,50.0,71.0
5391,Good,2400000.0,700.0,23,177,68,3,2,80.0,67.0,66.0,69.0,33.0,61.0
6350,Great,2800000.0,7000.0,23,178,65,3,2,85.0,54.0,67.0,70.0,38.0,50.0
6899,Good,1800000.0,6000.0,25,182,82,3,2,66.0,67.0,47.0,65.0,27.0,65.0
13747,Low,450000.0,5000.0,26,173,76,3,2,78.0,29.0,46.0,55.0,55.0,73.0
8411,Medium,1300000.0,3000.0,24,186,77,2,2,52.0,27.0,49.0,52.0,69.0,71.0
4217,Medium,1400000.0,800.0,31,176,73,2,2,70.0,45.0,57.0,68.0,70.0,71.0
4065,Medium,1600000.0,12000.0,30,179,75,3,3,78.0,61.0,65.0,69.0,65.0,69.0
18376,Medium,240000.0,500.0,18,181,81,3,2,60.0,41.0,49.0,49.0,52.0,59.0
5706,Medium,1600000.0,7000.0,27,180,76,3,3,75.0,73.0,63.0,67.0,27.0,67.0
18405,Medium,240000.0,500.0,18,177,66,2,2,73.0,34.0,43.0,54.0,49.0,50.0
770,Great,11500000.0,29000.0,31,180,81,3,3,41.0,69.0,71.0,74.0,78.0,83.0
8941,Low,230000.0,4000.0,35,178,78,3,2,44.0,37.0,46.0,48.0,64.0,82.0
15382,Medium,550000.0,6000.0,22,178,72,3,2,67.0,43.0,57.0,63.0,59.0,59.0
12130,Low,525000.0,1000.0,29,175,69,4,2,72.0,54.0,62.0,62.0,59.0,55.0
10460,Low,850000.0,4000.0,26,169,70,2,3,68.0,57.0,60.0,69.0,30.0,51.0
5632,Medium,1300000.0,8000.0,29,192,88,3,2,32.0,35.0,50.0,52.0,71.0,73.0
8939,Low,725000.0,10000.0,29,179,72,3,2,52.0,25.0,47.0,47.0,67.0,70.0
18442,Medium,240000.0,5000.0,20,178,67,2,2,64.0,34.0,44.0,51.0,49.0,45.0
13693,Medium,900000.0,700.0,21,179,77,2,3,63.0,53.0,58.0,63.0,58.0,69.0
7983,Good,1600000.0,5000.0,24,170,64,3,2,80.0,68.0,60.0,68.0,27.0,53.0
2394,Good,4100000.0,16000.0,29,172,67,3,3,69.0,69.0,74.0,75.0,70.0,66.0
6872,Medium,625000.0,6000.0,33,177,73,3,2,71.0,51.0,55.0,64.0,66.0,63.0
2841,Good,2500000.0,20000.0,29,187,80,3,2,57.0,36.0,53.0,54.0,74.0,79.0
360,Great,30500000.0,95000.0,26,183,73,2,4,88.0,79.0,75.0,83.0,36.0,65.0
9979,Low,725000.0,2000.0,28,180,70,3,4,61.0,60.0,67.0,69.0,34.0,49.0
8418,Great,2300000.0,2000.0,21,171,63,3,3,87.0,62.0,64.0,69.0,34.0,60.0
12501,Low,400000.0,3000.0,30,180,77,3,2,70.0,35.0,53.0,58.0,63.0,72.0
11812,Medium,1200000.0,2000.0,21,188,81,3,4,66.0,57.0,59.0,66.0,47.0,68.0
12212,Great,1500000.0,1000.0,18,177,71,3,4,75.0,62.0,59.0,68.0,35.0,53.0
9329,Medium,1100000.0,6000.0,26,178,72,4,3,62.0,65.0,67.0,68.0,59.0,65.0
10740,Low,625000.0,2000.0,29,174,79,2,2,78.0,51.0,53.0,55.0,61.0,68.0
17935,Good,300000.0,500.0,18,172,65,3,2,73.0,24.0,37.0,57.0,49.0,49.0
917,Great,6500000.0,26000.0,33,182,80,4,3,66.0,74.0,78.0,75.0,71.0,76.0
